Treinador;Pasta;Imagem;Classificação;Pontuação;Nota de 2;Nota de 5;Nota de 10;Nota 20;Nota 50;Nota 100;Acuracia
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;10.1;100;0;0.3333333333333333;0.0;0.3333333333333333;0.0;0.0;0.3333333333333333
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;10.2;10;0;0.0;0.0;0.6666666666666666;0.3333333333333333;0.0;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;10.3;20;0;0.0;0.0;0.3333333333333333;0.6666666666666666;0.0;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;10.4;10;0;0.0;0.0;0.6666666666666666;0.0;0.3333333333333333;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;10.5;10;0;0.3333333333333333;0.0;0.6666666666666666;0.0;0.0;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;10.6;10;0;0.3333333333333333;0.0;0.6666666666666666;0.0;0.0;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;10.7;10;0;0.0;0.0;0.6666666666666666;0.3333333333333333;0.0;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;10.8;10;0;0.0;0.0;0.6666666666666666;0.3333333333333333;0.0;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;100.1;100;0;0.3333333333333333;0.0;0.3333333333333333;0.0;0.0;0.3333333333333333
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;100.10;100;0;0.0;0.0;0.0;0.0;0.3333333333333333;0.6666666666666666
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;100.2;100;0;0.3333333333333333;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;100.3;100;0;0.0;0.3333333333333333;0.0;0.0;0.0;0.6666666666666666
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;100.4;100;0;0.0;0.3333333333333333;0.0;0.0;0.0;0.6666666666666666
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;100.5;100;0;0.3333333333333333;0.3333333333333333;0.0;0.0;0.0;0.3333333333333333
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;100.6;100;0;0.0;0.3333333333333333;0.0;0.0;0.0;0.6666666666666666
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;100.7;100;0;0.0;0.3333333333333333;0.0;0.0;0.0;0.6666666666666666
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;100.8;100;0;0.0;0.0;0.0;0.0;0.0;1.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;100.9;100;0;0.0;0.0;0.0;0.0;0.3333333333333333;0.6666666666666666
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;2.1;50;0;0.3333333333333333;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;2.10;50;0;0.3333333333333333;0.0;0.0;0.0;0.6666666666666666;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;2.2;2;0;1.0;0.0;0.0;0.0;0.0;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;2.3;2;0;0.6666666666666666;0.0;0.0;0.0;0.3333333333333333;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;2.4;10;0;0.3333333333333333;0.0;0.6666666666666666;0.0;0.0;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;2.5;50;0;0.3333333333333333;0.0;0.3333333333333333;0.0;0.3333333333333333;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;2.6;50;0;0.3333333333333333;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;2.7;2;0;0.6666666666666666;0.3333333333333333;0.0;0.0;0.0;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;2.8;50;0;0.3333333333333333;0.3333333333333333;0.0;0.0;0.3333333333333333;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;2.9;2;0;0.6666666666666666;0.0;0.0;0.0;0.0;0.3333333333333333
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;20.1;20;0;0.0;0.3333333333333333;0.0;0.6666666666666666;0.0;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;20.10;100;0;0.0;0.0;0.0;0.3333333333333333;0.0;0.6666666666666666
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;20.2;20;0;0.3333333333333333;0.0;0.3333333333333333;0.3333333333333333;0.0;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;20.3;20;0;0.0;0.3333333333333333;0.0;0.6666666666666666;0.0;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;20.4;20;0;0.0;0.3333333333333333;0.0;0.6666666666666666;0.0;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;20.5;50;0;0.3333333333333333;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;20.6;20;0;0.0;0.0;0.3333333333333333;0.6666666666666666;0.0;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;20.7;20;0;0.0;0.0;0.3333333333333333;0.6666666666666666;0.0;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;20.8;50;0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;20.9;20;0;0.3333333333333333;0.3333333333333333;0.0;0.3333333333333333;0.0;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;5.1;50;0;0.0;0.3333333333333333;0.0;0.0;0.6666666666666666;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;5.10;5;0;0.0;0.6666666666666666;0.0;0.0;0.3333333333333333;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;5.2;2;0;0.6666666666666666;0.3333333333333333;0.0;0.0;0.0;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;5.3;50;0;0.0;0.3333333333333333;0.0;0.3333333333333333;0.3333333333333333;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;5.4;5;0;0.0;0.6666666666666666;0.0;0.3333333333333333;0.0;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;5.5;20;0;0.0;0.3333333333333333;0.0;0.6666666666666666;0.0;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;5.6;5;0;0.0;0.6666666666666666;0.0;0.3333333333333333;0.0;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;5.7;20;0;0.0;0.3333333333333333;0.0;0.6666666666666666;0.0;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;5.8;5;0;0.0;1.0;0.0;0.0;0.0;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;5.9;100;0;0.3333333333333333;0.3333333333333333;0.0;0.0;0.0;0.3333333333333333
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;50.1;50;0;0.3333333333333333;0.0;0.0;0.0;0.6666666666666666;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;50.10;10;0;0.0;0.0;0.6666666666666666;0.0;0.3333333333333333;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;50.2;50;0;0.3333333333333333;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;50.3;50;0;0.0;0.3333333333333333;0.0;0.0;0.6666666666666666;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;50.4;100;0;0.0;0.3333333333333333;0.0;0.0;0.3333333333333333;0.3333333333333333
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;50.5;50;0;0.3333333333333333;0.3333333333333333;0.0;0.0;0.3333333333333333;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;50.6;50;0;0.3333333333333333;0.0;0.3333333333333333;0.0;0.3333333333333333;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;50.7;100;0;0.0;0.0;0.0;0.0;0.3333333333333333;0.6666666666666666
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;50.8;50;0;0.3333333333333333;0.0;0.0;0.0;0.6666666666666666;0.0
KNN;/home/suporte/Documents/TCC2/TCC2/Data Base/DATA 1;50.9;50;0;0.0;0.3333333333333333;0.0;0.3333333333333333;0.3333333333333333;0.0
;;;;=SOMA(E2:E32)
